id,level,surface,reading_kana,meaning_ko,severity,queue,accepted_reason,issues,catalog_status,catalog_level,catalog_pron,catalog_entry,search_status,search_level,search_entry,jmdict_issue,jmdict_detail,example_source,example_contain_basis,example_jp,spelling_note,naver_means,source_url
w_8ff22e997b700b80,N2,受け取り,うけとり,"수령, 영수증",accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N2,受(け)取り,,,naver,surface,家賃をはらって受け取りをもらう,,,https://ja.dict.naver.com/#/search?query=%E5%8F%97%E3%81%91%E5%8F%96%E3%82%8A
w_64d64dc24b94b658,N2,餅,もち,떡,accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,餅,,,naver,surface,餅を山と盛ってくる.,,,https://ja.dict.naver.com/#/search?query=%E9%A4%85
w_862fd53a302dc121,N2,適応する,てきおうする,적응하다,accepted,suru-compound,동사 카드(어간+する). 네이버 목록은 명사 표제어만 둔다.,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=適応 suffix=する,naver,surface,新しい環境に適応する.,,,https://ja.dict.naver.com/#/search?query=%E9%81%A9%E5%BF%9C%E3%81%99%E3%82%8B
w_bdef0744a164ce01,N2,果たして,はたして,과연,accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N2,果(た)して,,,naver,surface,それが果たして彼の本心から出た言葉だろうか.,,,https://ja.dict.naver.com/#/search?query=%E6%9E%9C%E3%81%9F%E3%81%97%E3%81%A6
w_e71ff358a5a5b2cf,N2,飼い主,かいぬし,"주인, 기르는 사람",accepted,catalog-absent,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,,,,,,naver,surface,飼い主が参加する集団トレーニングに彼はゴールデン・レトリーバーを連れて来た,,,https://ja.dict.naver.com/#/search?query=%E9%A3%BC%E3%81%84%E4%B8%BB
w_3a1f87a38c518af5,N2,何とも,なんとも,"정말, 뭐라 할 수 없이, 전혀",accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N2,何とも,,,naver,surface,着物の色合いが何とも言えずよい,,,https://ja.dict.naver.com/#/search?query=%E4%BD%95%E3%81%A8%E3%82%82
w_9ab22525169e4b3d,N2,何となく,なんとなく,"왠지 모르게, 어쩐지",accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N2,何と無く,,,naver,surface,何となく気に食わない,,,https://ja.dict.naver.com/#/search?query=%E4%BD%95%E3%81%A8%E3%81%AA%E3%81%8F
w_9cd37964a8b53096,N2,隙,すき,"틈, 빈틈",accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,隙,,,naver,surface,敵に立ち直る隙を与えない,,,https://ja.dict.naver.com/#/search?query=%E9%9A%99
w_8ed0bef131adb294,N2,浮かぶ,うかぶ,"뜨다, 떠오르다",accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N2,浮(か)ぶ,,,naver,surface,浮かぶ瀬がない.,,,https://ja.dict.naver.com/#/search?query=%E6%B5%AE%E3%81%8B%E3%81%B6
w_615d55cb467f5f8a,N2,克服する,こくふくする,극복하다,accepted,suru-compound,동사 카드(어간+する). 네이버 목록은 명사 표제어만 둔다.,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=克服 suffix=する,naver,surface,言語の障壁を克服する.,,,https://ja.dict.naver.com/#/search?query=%E5%85%8B%E6%9C%8D%E3%81%99%E3%82%8B
w_0660726936f3cd12,N2,群れ,むれ,"무리, 떼",accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,群れ,,,naver,surface,雀が群れを成している,,,https://ja.dict.naver.com/#/search?query=%E7%BE%A4%E3%82%8C
w_00c99649445717dd,N2,間もなく,まもなく,"머지않아, 곧",accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N2,間もなく·間も無く,,,naver,surface,彼は間もなくアメリカへ行くと言ってたよ.,,,https://ja.dict.naver.com/#/search?query=%E9%96%93%E3%82%82%E3%81%AA%E3%81%8F
w_4fe45e0c31984a3b,N2,小遣い,こづかい,용돈,accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N2,小遣い,,,naver,surface,小遣いのくれ手がない.,,,https://ja.dict.naver.com/#/search?query=%E5%B0%8F%E9%81%A3%E3%81%84
w_826d95074900597b,N2,心当たり,こころあたり,"짐작가는 데, 마음 짚이는 곳",accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N2,心当(た)り,,,naver,surface,心当たりがある,,,https://ja.dict.naver.com/#/search?query=%E5%BF%83%E5%BD%93%E3%81%9F%E3%82%8A
w_ce285518225afb6d,N2,構いません,かまいません,괜찮습니다,accepted,search-unmatched,현대 표기(々) 또는 관용·복합 학습 카드. 네이버 목록 표제어와 철자가 달라도 유지.,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,,,naver,surface,ロ:認印を押しても構いません。,,,https://ja.dict.naver.com/#/search?query=%E6%A7%8B%E3%81%84%E3%81%BE%E3%81%9B%E3%82%93
w_518f5d6a41328c85,N2,生み出す,うみだす,만들어 내다,accepted,catalog-absent,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,,,,,,naver,surface,富者と貧者，勝者と敗者を生み出す社会の矛盾へのプロテストは，昔から映画の主要なテーマであった,,,https://ja.dict.naver.com/#/search?query=%E7%94%9F%E3%81%BF%E5%87%BA%E3%81%99
w_391805e8adb3ac8e,N2,刺身,さしみ,"회, 생선회",accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,刺身,,,naver,surface,種種の刺身を盛り付ける.,,,https://ja.dict.naver.com/#/search?query=%E5%88%BA%E8%BA%AB
w_938006f867662636,N2,急増する,きゅうぞうする,급증하다,accepted,suru-compound,동사 카드(어간+する). 네이버 목록은 명사 표제어만 둔다.,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=急増 suffix=する,naver,surface,4Kテレビの販売が急増する,,,https://ja.dict.naver.com/#/search?query=%E6%80%A5%E5%A2%97%E3%81%99%E3%82%8B
w_6e87ca2dff877ff4,N2,飛躍的,ひやくてき,비약적,accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,飛躍的,,,naver,surface,生産が飛躍的に伸びる,,,https://ja.dict.naver.com/#/search?query=%E9%A3%9B%E8%BA%8D%E7%9A%84
w_c811f5af75378dc5,N2,持参する,じさんする,지참하다,accepted,suru-compound,동사 카드(어간+する). 네이버 목록은 명사 표제어만 둔다.,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=持参 suffix=する,naver,surface,弁当を持参する,,,https://ja.dict.naver.com/#/search?query=%E6%8C%81%E5%8F%82%E3%81%99%E3%82%8B
w_6b83167e0af43277,N2,多大,ただい,많고크다,accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,多大,,,naver,surface,環境への影響が多大だ,,,https://ja.dict.naver.com/#/search?query=%E5%A4%9A%E5%A4%A7
w_0ff95f9278e7d4c0,N2,弊社,へいしゃ,자기회사의겸칭,accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,弊社,,,naver,surface,弊社の団子は、手間を惜しまず昔からの製法を守って製造しております,,,https://ja.dict.naver.com/#/search?query=%E5%BC%8A%E7%A4%BE
w_1fd4c250a90b93a7,N2,普遍的,ふへんてき,보편적,accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,普遍的,,,naver,surface,道徳の本質は、われわれの欲求を普遍的な法則に従わせるところにある,,,https://ja.dict.naver.com/#/search?query=%E6%99%AE%E9%81%8D%E7%9A%84
w_14b7a7565fa9e8f4,N2,度々,たびたび,"자주, 여러 번",accepted,no-jlpt-badge,현대 표기 度々. 네이버 목록/검색 표제어는 度度 N2.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,度々,,,self,surface,度々同じミスをする。,,,https://ja.dict.naver.com/#/search?query=%E5%BA%A6%E3%80%85
w_306216717f196919,N2,半減,はんげん,반감,accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,半減,,,naver,surface,薬の効き目が半減した.,,,https://ja.dict.naver.com/#/search?query=%E5%8D%8A%E6%B8%9B
w_33687b5b97477220,N2,一昨日,いっさくじつ,그저께,accepted,catalog-mismatch-unconfirmed,"네이버 검색으로 앱 급수가 틀리다고 확정되지 않아 유지. N5 badge is おととい, not this いっさくじつ reading.",level-mismatch,mismatch,N5,一昨日,おととい,search_no_jlpt,,一昨日,,,naver,surface,一昨日の怪火の原因が判明した,,그저께;재작일,https://ja.dict.naver.com/#/search?query=%E4%B8%80%E6%98%A8%E6%97%A5
w_06502f590cb6c6fe,N2,取り上げる,とりあげる,"집어들다,채택하다",accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N2,取(り)上げる,,,naver,surface,今まさに活動している，スポンティニアスなアーチストを取り上げる雑誌,,,https://ja.dict.naver.com/#/search?query=%E5%8F%96%E3%82%8A%E4%B8%8A%E3%81%92%E3%82%8B
w_c754546c7b68fe8e,N2,率直,そっちょく,솔직함,accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N2,率直,,,naver,surface,お前の父親は全く率直な人であった.,,,https://ja.dict.naver.com/#/search?query=%E7%8E%87%E7%9B%B4
w_55e59b27b382a2f6,N2,缶詰,かんづめ,통조림,accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,缶詰,,,naver,surface,缶切りで缶詰をあける.,,,https://ja.dict.naver.com/#/search?query=%E7%BC%B6%E8%A9%B0
w_6ca1354f895002f3,N2,酔っ払い,よっぱらい,술 취한 사람,accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N2,酔(っ)払い,,,self,surface,夜の電車に酔っ払いが乗ってきた。,,,https://ja.dict.naver.com/#/search?query=%E9%85%94%E3%81%A3%E6%89%95%E3%81%84
w_a7b14d3e8de85b78,N2,歯磨き,はみがき,"양치질, 치약",accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,歯磨き,,,naver,surface,歯磨きの時に歯茎から出血する,,,https://ja.dict.naver.com/#/search?query=%E6%AD%AF%E7%A3%A8%E3%81%8D
w_60c6493c03cb7ac9,N2,伝染する,でんせんする,전염되다,accepted,suru-compound,동사 카드(어간+する). 네이버 목록은 명사 표제어만 둔다.,naver-level-missing;naver-search-unmatched,naver_level_missing,,,,search_unmatched,,,derived-form,base=伝染 suffix=する,naver,surface,流感に[はしかが]伝染する,,,https://ja.dict.naver.com/#/search?query=%E4%BC%9D%E6%9F%93%E3%81%99%E3%82%8B
w_9ea346dbfdc4c768,N2,叔母,おば,부모보다 나이가 어린 아주머니,accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,伯母·叔母,,,naver,surface,ロ：祖母と祖父から叔母、外叔、叔母など、家族全員が一緒に行くんだ。,,,https://ja.dict.naver.com/#/search?query=%E5%8F%94%E6%AF%8D
w_5b59837a9072ecf0,N2,出来上がり,できあがり,"완성, 준비 완료",accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N2,出来上(が)り,,,naver,surface,ラードまたはショートニングを常温に戻し、ボウルに入れて薄力粉をふるってクリーム状になるまでよく混ぜ合わせ砂糖または黒糖を入れて混ぜ合わせたあと、整形してオーブンで焼きあげれば、ちんすこうの出来上がりです。,,,https://ja.dict.naver.com/#/search?query=%E5%87%BA%E6%9D%A5%E4%B8%8A%E3%81%8C%E3%82%8A
w_687ee1900b005fd1,N2,見つめる,みつめる,"응시하다, 바라보다",accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N2,見つめる·見詰める,,,naver,surface,じっと正面を見つめる.,,,https://ja.dict.naver.com/#/search?query=%E8%A6%8B%E3%81%A4%E3%82%81%E3%82%8B
w_a5d4c58d6109165f,N2,踏切,ふみきり,건널목; (도약의) 발구르기,accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,踏切,,,self,surface,踏切で電車を待った。,,,https://ja.dict.naver.com/#/search?query=%E8%B8%8F%E5%88%87
w_4ef84fcf2ec9cfeb,N2,一昨年,いっさくねん,재작년,accepted,catalog-mismatch-unconfirmed,"네이버 검색으로 앱 급수가 틀리다고 확정되지 않아 유지. N5 badge is おととし, not this いっさくねん reading.",level-mismatch,mismatch,N5,一昨年,おととし,search_no_jlpt,,一昨年,,,naver,surface,昨年よりは一昨年のほうが全般的に天気がよかった。,,그러께;재작년,https://ja.dict.naver.com/#/search?query=%E4%B8%80%E6%98%A8%E5%B9%B4
w_0551f83e2464e885,N2,引き分け,ひきわけ,"무승부, 비김",accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,引き分け,,,naver,surface,引き分けになる,,,https://ja.dict.naver.com/#/search?query=%E5%BC%95%E3%81%8D%E5%88%86%E3%81%91
w_3167b7f68f1448f2,N2,近々,ちかぢか,"머지않아, 곧",accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,近々,,,naver,surface,近々ソウルに引越します,,,https://ja.dict.naver.com/#/search?query=%E8%BF%91%E3%80%85
w_011337c673b66fbe,N2,日にち,ひにち,"날짜, 날",accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N2,日日,,,naver,surface,ご覧になる日にち、作品、時間を選び、次に予約したい座席をお選びください,,,https://ja.dict.naver.com/#/search?query=%E6%97%A5%E3%81%AB%E3%81%A1
w_d69788977c20d14c,N2,日差し,ひざし,햇살,accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N2,日差(し)·陽射し,,,naver,surface,真昼の日差しを受けてひなたぼっこ(を)する.,,,https://ja.dict.naver.com/#/search?query=%E6%97%A5%E5%B7%AE%E3%81%97
w_01e82a3b4d12f965,N2,簡略,かんりゃく,간략,accepted,no-jlpt-badge,네이버가 이 표기+읽기에 JLPT 배지를 붙이지 않는다. 학습 카드로 유지.,naver-level-missing,naver_level_missing,,,,search_no_jlpt,,簡略,,,naver,surface,内容が簡略だ。,,,https://ja.dict.naver.com/#/search?query=%E7%B0%A1%E7%95%A5
w_4dbe5a61e64d2816,N2,手洗い,てあらい,화장실,accepted,catalog-absent-search-match,"공식 JLPT 목록에는 이 철자가 없지만, 네이버 검색 JLPT 배지가 앱 급수와 같다.",naver-level-missing,naver_level_missing,,,,match,N2,手洗(い),,,self,surface,手洗いについて話す。,,,https://ja.dict.naver.com/#/search?query=%E6%89%8B%E6%B4%97%E3%81%84
