priority,risk_score,literal,meanings_ko,meanings_en,signals,linked_word_count,linked_examples,qa_status,qa_note
P1,37,連,"[""일행"", ""동행""]","[""take along"", ""lead"", ""join"", ""connect"", ""party"", ""gang"", ""clique""]",copied_linked_word_gloss,16,"N1:連帯=연대 | N1:連中=패거리, 무리 | N1:連邦=연방 | N1:一連=일련 | N1:連盟=연맹",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,37,過,"[""잘못"", ""실수""]","[""overdo"", ""exceed"", ""go beyond"", ""error""]",copied_linked_word_gloss,15,"N1:過労=긴장, 부담 | N1:経過=경과 | N1:過密=과밀 | N1:過ち=잘못, 실수 | N1:過疎=과소,지나치게드묾",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,37,関,"[""관련되다"", ""관여하다""]","[""connection"", ""barrier"", ""gateway"", ""involve"", ""concerning""]",copied_linked_word_gloss,14,"N1:関税=관세 | N1:関与=관여 | N1:にも関わらず=~에도 불구하고 | N2:関わる=관련되다,관여하다 | N2:関西=간사이",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,37,電,"[""전기""]","[""electricity""]",copied_linked_word_gloss,14,"N1:電源=전원 | N2:電流=전류 | N2:発電=발전(전기 생산) | N2:電波=전파 | N2:電池=전지, 배터리",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,36,世,"[""세상"", ""세대""]","[""generation"", ""world"", ""society"", ""public""]",copied_linked_word_gloss,13,"N1:お世辞=아첨, 입에 발린 말 | N1:世代=세대 | N1:世論=여론 | N1:出世=출세 | N1:世論=여론",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,36,伝,"[""전하다"", ""전달하다""]","[""transmit"", ""go along"", ""walk along"", ""follow"", ""report"", ""communicate"", ""legend"", ""tradition""]",copied_linked_word_gloss,12,"N1:伝達=전달 | N1:伝説=전설 | N2:伝染する=전염되다 | N2:伝記=전기(傳記), 일대기 | N2:お手伝いさん=가정부, 도우미",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,36,便,"[""소식"", ""편지""]","[""convenience"", ""facility"", ""excrement"", ""feces"", ""letter"", ""chance""]",copied_linked_word_gloss,11,"N1:便宜=편의 | N1:大便=대변, 똥 | N2:便箋=편지지 | N2:便所=화장실 | N2:船便=선편(배편)",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,36,保,"[""유지하다"", ""보존하다""]","[""protect"", ""guarantee"", ""keep"", ""preserve"", ""sustain"", ""support""]",copied_linked_word_gloss,11,N1:保管=보관 | N1:確保=확보 | N1:保険=보험 | N1:保守=보수적인 | N1:保育=보육,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,36,信,"[""믿다""]","[""faith"", ""truth"", ""fidelity"", ""trust""]",copied_linked_word_gloss,11,N1:信者=신자 | N1:確信=확신 | N2:信頼=신뢰 | N2:迷信=미신 | N2:信ずる=믿다,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,36,備,"[""준비하다"", ""구비하다""]","[""equip"", ""provision"", ""preparation""]",copied_linked_word_gloss,11,"N1:備わる=갖추어지다 | N1:装備=장비 | N1:守備=수비 | N1:備え付ける=설치하다 | N1:不備=미비,불충분함",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,36,利,"[""이익"", ""유리함""]","[""profit"", ""advantage"", ""benefit""]",copied_linked_word_gloss,13,"N1:砂利=자갈 | N1:勝利=승리, 이기다 | N1:利子=이자 | N2:利害=이해관계, 득실 | N2:利益=이익",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,36,務,"[""임무"", ""직무""]","[""task"", ""duties""]",copied_linked_word_gloss,12,N1:勤務=근무 | N1:債務=채무 | N1:任務=임무 | N1:税務署=세무서 | N1:業務=업무,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,36,勝,"[""이기다""]","[""victory"", ""win"", ""prevail"", ""excel""]",copied_linked_word_gloss,11,"N1:勝手=제멋대로임; 부엌 | N1:勝る=뛰어나다, 능가하다 | N1:決勝=결승 | N1:勝利=승리, 이기다 | N2:勝敗=승패",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,36,単,"[""단지""]","[""simple"", ""one"", ""single"", ""merely""]",copied_linked_word_gloss,12,N1:単調=단조 | N1:単一=단일 | N1:単独=단독 | N2:単数=단수 | N2:単なる=단순한,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,36,和,"[""화기애애함"", ""부드러움""]","[""harmony"", ""Japanese style"", ""peace"", ""soften"", ""Japan""]",copied_linked_word_gloss,13,"N1:緩和=완화 | N1:共和=공화 | N1:飽和=포화 | N1:温和=온화함, 온순함 | N1:和やか=화기애애함, 부드러움",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,36,失,"[""잃어버리다"", ""놓치다""]","[""lose"", ""error"", ""fault"", ""disadvantage"", ""loss""]",copied_linked_word_gloss,13,"N1:見失う=시야에서놓치다 | N1:紛失=분실 | N1:失敗する=실패하다, 실수하다 | N1:失格=실격 | N1:失脚=실각",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,36,害,"[""해치다"", ""상하게 하다""]","[""harm"", ""injury""]",copied_linked_word_gloss,11,"N1:災害=재난, 불운 | N1:危害=위해, 해 | N1:妨害=방해 | N1:迫害=박해 | N1:妨害する=방해하다",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,36,密,"[""은밀한""]","[""secrecy"", ""density (pop)"", ""minuteness"", ""carefulness""]",copied_linked_word_gloss,11,N1:密度=밀도 | N1:密かな=은밀한 | N1:密集=밀집 | N1:密接=밀접함 | N1:過密=과밀,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,36,少,"[""조금"", ""약간""]","[""few"", ""little""]",copied_linked_word_gloss,12,N1:少ない=적다 | N2:少なくとも=적어도 | N2:青少年=청소년 | N3:少なくなる=적어지다 | N3:少女=소녀,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,36,待,"[""기다리다""]","[""wait"", ""depend on""]",copied_linked_word_gloss,11,"N1:待ち合わせ=(약속하여) 만남 | N1:待望=대망, 고대함 | N1:待遇=대우, 처우 | N1:待ち遠しい=몹시 기다려지다 | N2:お待たせしました=오래 기다리셨습니다, 기다리게 해서 죄송합니다",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,36,持,"[""가지다"", ""들다""]","[""hold"", ""have""]",copied_linked_word_gloss,11,"N1:所持=소지 | N1:受持ち=담당 | N1:支持=지원, 지지 | N1:持続=지속 | N2:維持する=유지하다",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,36,接,"[""접하다"", ""대하다""]","[""touch"", ""contact"", ""adjoin"", ""piece together""]",copied_linked_word_gloss,11,"N1:近接=근접 | N1:接触=접촉 | N1:隣接=인접 | N1:密接=밀접함 | N2:応接=접수, 환영",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,36,支,"[""지탱하다"", ""떠받치다""]","[""branch"", ""support"", ""sustain"", ""branch radical (no. 65)""]",copied_linked_word_gloss,13,"N1:支障=지장 | N1:差し支える=지장을 주다, 방해되다 | N1:支持=지원, 지지 | N1:収支=수지, 수입과 지출 | N1:支援=지원",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,36,改,"[""다시"", ""재차""]","[""reformation"", ""change"", ""modify"", ""mend"", ""renew"", ""examine"", ""inspect"", ""search""]",copied_linked_word_gloss,13,"N1:改革=개혁 | N1:改訂=개정, 수정 | N1:改良=개선, 개혁 | N1:改悪=개악 | N1:改定=개정(改定)",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,36,早,"[""일찍"", ""빨리""]","[""early"", ""fast""]",copied_linked_word_gloss,11,"N1:早急=긴급한 | N1:早急=긴급한 | N1:早急に=조속히 | N1:素早い=재빠르다, 민첩하다 | N1:最早=이미, 벌써",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,36,最,"[""가장""]","[""utmost"", ""most"", ""extreme""]",copied_linked_word_gloss,13,"N1:最善=최선 | N1:最早=이미, 벌써 | N1:最中=~의 한가운데, 한가운데 | N2:最も=가장 | N3:最低=최저; 최악",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,36,機,"[""기계"", ""기회"", ""기능""]","[""loom"", ""mechanism"", ""machine"", ""airplane"", ""opportunity"", ""potency"", ""efficacy"", ""occasion""]",copied_linked_word_gloss,11,"N1:動機=동기, 장려책 | N1:危機=위기 | N2:機関車=기관차 | N2:交通機関=교통 기관 | N2:扇風機=선풍기",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,36,正,"[""올바름"", ""정(正)""]","[""correct"", ""justice"", ""righteous"", ""10**40""]",context_parentheses,22,"N1:厳正な=엄정한 | N1:訂正=정정, 바로잡음 | N1:是正=시정, 바로잡음 | N1:正当=정당함, 올바름 | N1:正義=정의(正義)",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,36,残,"[""남다""]","[""remainder"", ""leftover"", ""balance""]",copied_linked_word_gloss,11,"N1:名残=자취, 여운; 아쉬움 | N1:残金=잔금, 남은 돈 | N1:無残な=무참한,잔인한 | N1:残酷=잔혹함, 잔인함 | N1:残高=잔액, 균형(은행), 나머지",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,36,法,"[""법"", ""방법""]","[""method"", ""law"", ""rule"", ""principle"", ""model"", ""system""]",copied_linked_word_gloss,11,"N1:製法=제법, 만드는 법 | N1:法廷=법정 | N1:司法=사법 | N1:手法=기법, 수법 | N1:法案=법안",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,36,温,"[""미지근하다""]","[""warm""]",copied_linked_word_gloss,13,"N1:温和=온화함, 온순함 | N2:温い=미지근하다 | N2:温暖=온난 | N2:温室=온실 | N2:温もり=온기,따스함,체온",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,36,続,"[""계속"", ""속편""]","[""continue"", ""series"", ""sequel""]",copied_linked_word_gloss,11,"N1:存続=존속 | N1:持続=지속 | N2:接続=접속, 연결 | N2:手続き=절차, 수속 | N2:継続=계속",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,36,習,"[""익히다"", ""배우다""]","[""learn""]",copied_linked_word_gloss,11,"N1:風習=풍습 | N1:講習=강습 | N1:慣習=관습 | N2:習字=습자, 서예 | N2:自習=자습",auto,Manual format normalization 2026-08-18: 중복 뜻 제거.
P1,36,育,"[""자라다""]","[""bring up"", ""grow up"", ""raise"", ""rear""]",copied_linked_word_gloss,11,"N1:育成=육성, 양성 | N1:飼育=사육 | N1:育ち=자람, 성장 | N1:生育=생육, 생물이 자람 | N1:保育=보육",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,36,能,"[""능력"", ""재능""]","[""ability"", ""talent"", ""skill"", ""capacity""]",copied_linked_word_gloss,13,"N1:能力=능력 | N1:無能=무능 | N1:技能=기능, 기술 | N1:本能=본능 | N1:放射能=방사능",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,36,話,"[""이야기하다""]","[""tale"", ""talk""]",copied_linked_word_gloss,12,"N1:対話=대화 | N2:話し中=통화 중 | N2:童話=동화 | N2:神話=신화 | N2:話し合い=논의, 말하다, 회의",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,36,語,"[""말하다""]","[""word"", ""speech"", ""language""]",copied_linked_word_gloss,12,"N1:語彙=어휘 | N1:語源=어원 | N2:敬語=경어, 존댓말 | N2:用語=용어 | N2:語る=말하다",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,36,近,"[""가깝다""]","[""near"", ""early"", ""akin"", ""tantamount""]",copied_linked_word_gloss,13,"N1:近接=근접 | N1:近郊=교외 | N1:身近=가까움; 친근함 | N2:近寄る=다가가다, 접근하다 | N2:近々=머지않아, 곧",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,36,退,"[""물러나다"", ""후퇴하다""]","[""retreat"", ""withdraw"", ""retire"", ""resign"", ""repel"", ""expel"", ""reject""]",copied_linked_word_gloss,12,"N1:退く=물러나다,후퇴하다 | N1:後退=후퇴 | N1:脱退=탈퇴 | N1:衰退=쇠퇴 | N1:退治=퇴치",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,36,送,"[""보내다""]","[""escort"", ""send""]",copied_linked_word_gloss,12,"N1:送金=송금 | N1:回送=회송, 이송 | N1:運送=운송 | N2:輸送=수송, 운송 | N2:送別=송별",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,36,速,"[""빠르다""]","[""quick"", ""fast""]",copied_linked_word_gloss,12,"N1:迅速=신속함 | N1:速やかに=신속히 | N1:速やかな=신속한 | N2:時速=시속 | N2:速達=속달, 빠른 배송",auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,36,達,"[""달하다""]","[""accomplished"", ""reach"", ""arrive"", ""attain""]",copied_linked_word_gloss,12,N1:達成=달성 | N1:伝達=전달 | N1:調達する=조달하다 | N1:到達=도착 | N1:調達=조달,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
P1,36,違,"[""다르다""]","[""difference"", ""differ""]",copied_linked_word_gloss,13,N1:勘違いする=착각하다 | N1:すれ違い=스쳐 지나감; 엇갈림 | N1:勘違い=착각 | N1:違える=다르게 하다; (삐끗) 접질리다 | N1:食い違う=엇갈리다,auto,Auto draft: KANJIDIC2 readings/radical; Korean meaning draft derived from local Korean word gloss or curated KANJIDIC English fallback.
